signalname,pub_year,sr120_raw_ann,mean_Y,sr120_std_ann,max_logE,logE_tau,tau_months,solo,gamma_e,ebh_thr_gamma_e,rejected,disc_step
EarningsForecastDisparity,2011,0.14287655417526773,0.06236133490745288,0.21602600097505395,1.3982379723187974,-0.5381601769465469,120,False,0.0027538744949751315,3.333333333333333,False,-1
EntMult,2011,0.2461562280419509,0.07160479684256062,0.248046292393925,1.0739944269426198,-0.4800108686965865,120,False,0.0029187578607252377,3.333333333333333,False,-1
MaxRet,2011,-0.0031626088390189575,0.030977937571497527,0.1073107235750611,0.1312720511030192,-0.7547657308595535,120,False,0.0022175506443954116,3.333333333333333,False,-1
OPLeverage,2011,0.2852130203725737,0.09424383878867193,0.32647023416462057,0.29101068716629475,-0.328424020483153,120,False,0.0033964982819751693,3.333333333333333,False,-1
PctAcc,2011,0.20071168453180405,0.02315997583081093,0.08022850968206349,0.14849996219723316,-0.800965602696428,120,False,0.00211743066162771,3.333333333333333,False,-1
PctTotAcc,2011,0.8858477444373328,0.2725570890022516,0.9441654522299445,2.3451448178499286,1.749603149988225,120,False,0.02713358214600024,3.333333333333333,False,-1
RDS,2011,-0.002526171516103773,-0.021618062520425804,-0.07488716529315598,0.669295007804128,-1.0431456516658446,120,False,0.0016620027526250006,3.333333333333333,False,-1
RDcap,2011,0.0774508841217526,0.05784701940026895,0.20038795333537668,0.1608224291752176,-0.5874015053866475,120,False,0.0026215545956470693,3.333333333333333,False,-1
Recomm_ShortInterest,2011,0.25257843057094076,0.07547908627653749,0.2614672246796754,0.26232081802308027,-0.4464760810490209,120,False,0.0030182974775387035,3.333333333333333,False,-1
ResidualMomentum,2011,0.19573631105314965,0.05967453144378325,0.20671864075699825,0.19191324362629558,-0.5678362597198723,120,False,0.0026733510078141296,3.333333333333333,False,-1
SmileSlope,2011,1.4201895519644347,0.5204172832716724,1.8027783515270024,7.806267721722467,7.558039540572043,120,False,9.038138778750564,3.333333333333333,True,180
Cash,2012,-0.14730049784871307,0.01754026953118323,0.06076127601292337,0.770152934462659,-0.8353456007664046,120,False,0.0020458705659795267,3.333333333333333,False,-1
EarningsStreak,2012,1.223653562222202,0.3953057329189628,1.3693792278777928,4.591031405484112,4.3126721938420545,120,False,0.3520739357028476,3.333333333333333,False,-1
IntMom,2012,0.1513473779584834,0.06656505294969388,0.2305881074347647,0.6082306704928071,-0.5235624662315999,120,False,0.002794369607063814,3.333333333333333,False,-1
InvGrowth,2012,0.6802144488156353,0.1940148040853785,0.6720869961927947,0.796930688322979,0.7124750689657253,120,False,0.00961807435147059,3.333333333333333,False,-1
NumEarnIncrease,2012,0.7073525116045867,0.24428584217175986,0.8462309804224799,2.7064383426703658,1.3647632107505872,120,False,0.0184660186822514,3.333333333333333,False,-1
OptionVolume1,2012,0.1971590817555461,0.016386316197161976,0.05676386440474675,0.5909528153769148,-0.8346908953645749,120,False,0.002047210447056347,3.333333333333333,False,-1
OptionVolume2,2012,-0.47281078512548724,-0.12081212021686744,-0.41850546077146705,-0.08361190017480391,-1.3937065054762634,120,False,0.0011705368606613152,3.333333333333333,False,-1
retConglomerate,2012,0.4035724560546993,0.14052128222032395,0.4867800007006524,0.6842500695321592,0.09948803741878898,120,False,0.0052104021543906915,3.333333333333333,False,-1
CitationsRD,2013,0.17715800738242357,0.06005450421182561,0.20803490503648217,0.5665992388365091,-0.5701036610935242,120,False,0.002667296314870293,3.333333333333333,False,-1
DelDRC,2013,0.37094008252148136,0.13351890334158167,0.4625230487169948,1.4047019339129316,0.05074807646533874,120,False,0.004962536895144345,3.333333333333333,False,-1
DivSeason,2013,0.60243277569738,0.16174253927553997,0.5602925915408797,0.41775723038638457,0.3432243953381635,120,False,0.006648514190132512,3.333333333333333,False,-1
GP,2013,0.7432236012493288,0.26247450479959483,0.9092383560087587,2.3803663023651094,1.6954513068064776,120,False,0.025703323718742222,3.333333333333333,False,-1
OrgCap,2013,0.22988814505595648,0.10095707854036631,0.3497255788312721,1.0471166484599495,-0.244764419681629,120,False,0.0036928724044678557,3.333333333333333,False,-1
RDAbility,2013,0.41251529423103717,0.1236069146534273,0.4281869126931321,0.11694626820510434,-0.062498457421252596,120,False,0.004431200527986883,3.333333333333333,False,-1
BetaFP,2014,-0.06888487093073746,-0.05075177118766382,-0.175809292542288,0.11857420731557045,-1.1629357713498498,120,False,0.001474373616713233,3.333333333333333,False,-1
BetaTailRisk,2014,0.25576362654508067,0.036015112484262056,0.1247600093261001,0.013577769200422862,-0.7190976953807111,120,False,0.0022980738347836796,3.333333333333333,False,-1
BrandInvest,2014,-0.28826793059726336,-0.07540108949693139,-0.2611970359094664,-0.03978353696107617,-1.2582367043528886,120,False,0.0013403520454692,3.333333333333333,False,-1
GrAdExp,2014,0.16545247186883585,0.025692235842329266,0.08900051567791291,0.6726557497871701,-0.7843596700520123,120,False,0.0021528861434914107,3.333333333333333,False,-1
hire,2014,0.25867168212649766,0.056216745843880055,0.19474052007557355,-0.07950333350309191,-0.5941978830962655,120,False,0.002603797929283826,3.333333333333333,False,-1
